Index,Height(Inches),Weight(Pounds),Height(m),Weight(kg),IMT
7522,70.98816,140.1896,1.774704,63.5780498866213,20.1862360054842
7523,70.76388,141.9068,1.769097,64.3568253968254,20.5632294231612
7524,65.02684,126.1456,1.625671,57.2088888888889,21.647023865644
7525,66.90201,128.0042,1.67255025,58.0517913832199,20.7518718481729
7526,69.23204,130.8349,1.730801,59.3355555555556,19.8070928803738
7527,66.09344,143.7256,1.652336,65.1816780045351,23.8741988252016
7528,69.49427,138.9172,1.73735675,63.0009977324263,20.8722570908732
7529,68.05,140.3419,1.70125,63.6471201814059,21.9908735667845
7530,67.49402,131.6908,1.6873505,59.7237188208617,20.976654884331
7531,68.85025,140.8144,1.72125625,63.8614058956916,21.5549696042686
7532,68.23896,125.7072,1.705974,57.0100680272109,19.5887508851723
7533,68.38393,116.0417,1.70959825,52.6266213151927,18.0060047157614
7534,68.95408,113.6366,1.723852,51.535873015873,17.3424193392192
7535,67.65103,125.5184,1.69127575,56.9244444444444,19.9007735104772
7536,66.20531,111.8929,1.65513275,50.7450793650794,18.5237227365811
7537,68.93726,134.5124,1.7234315,61.0033560090703,20.5383558746043
7538,67.80014,127.1,1.6950035,57.6417233560091,20.062994686204
7539,65.2647,121.8737,1.6316175,55.2715192743764,20.7617851721503
7540,68.09232,130.421,1.702308,59.1478458049887,20.4109233498495
7541,68.65955,115.7811,1.71648875,52.5084353741497,17.8216189977681
7542,67.81543,120.4567,1.69538575,54.6288888888889,19.0057630431287
7543,65.20035,133.6623,1.63000875,60.6178231292517,22.8149995595026
7544,65.84472,105.3131,1.646118,47.7610430839002,17.6259232746661
7545,67.38545,141.2867,1.68463625,64.0756009070295,22.5777367260507
7546,67.92876,124.5046,1.698219,56.4646712018141,19.5789506837774
7547,66.27859,120.0427,1.65696475,54.4411337868481,19.8289913077857
7548,70.74889,121.0602,1.76872225,54.9025850340136,17.5498542872379
7549,69.97731,147.2286,1.74943275,66.7703401360544,21.8167012079018
7550,67.20964,125.5631,1.680241,56.944716553288,20.1702034997862
7551,67.31481,126.7142,1.68287025,57.4667573696145,20.2915595200095
7552,70.24038,147.5274,1.7560095,66.9058503401361,21.69753374751
7553,68.99325,134.3203,1.72483125,60.9162358276644,20.475750798825
7554,68.59389,131.2151,1.71484725,59.5079818594104,20.2359845565136
7555,67.98396,137.5212,1.699599,62.3678911564626,21.5907697370605
7556,70.36114,149.4448,1.7590285,67.7754195011338,21.9041528994425
7557,68.91001,125.7485,1.72275025,57.028798185941,19.2154064941599
7558,66.87767,123.1591,1.67194175,55.8544671201814,19.9809267391509
7559,66.79704,122.6614,1.669926,55.6287528344671,19.9482531232645
7560,66.1317,107.0973,1.6532925,48.5702040816327,17.7693088958528
7561,72.32421,126.4469,1.80810525,57.3455328798186,17.5409123459782
7562,68.51105,130.1897,1.71277625,59.042947845805,20.1264309655886
7563,68.79547,128.0733,1.71988675,58.0831292517007,19.635877077086
7564,70.50895,147.6337,1.76272375,66.9540589569161,21.5480710259605
7565,67.21348,124.8905,1.680337,56.6396825396825,20.0598660976204
7566,67.40794,140.4072,1.6851985,63.6767346938775,22.4222224645053
7567,67.35628,135.5266,1.683907,61.4633106575964,21.6760300674513
7568,68.38489,129.793,1.70962225,58.8630385487528,20.1392064623345
7569,71.91894,140.7337,1.7979735,63.8248072562358,19.7434452179098
7570,68.43062,121.2177,1.7107655,54.9740136054422,18.7834982429672
7571,67.77666,139.6088,1.6944165,63.3146485260771,22.0528059802368
7572,68.99119,117.0843,1.72477975,53.0994557823129,17.8493654206666
7573,66.21266,129.6054,1.6553165,58.7779591836735,21.4512406397866
7574,67.7385,123.8408,1.6934625,56.1636281179138,19.5841166320512
7575,70.30638,129.3636,1.7576595,58.6682993197279,18.9903954040019
7576,68.12954,118.034,1.7032385,53.5301587301587,18.4521765174699
7577,69.86354,127.871,1.7465885,57.9913832199546,19.0100069258365
7578,68.46795,129.2263,1.71169875,58.6060317460317,20.0026552092277
7579,70.82723,130.3162,1.77068075,59.1003174603175,18.8499100433828
7580,70.53312,125.3443,1.763328,56.8454875283447,18.2822560872328
7581,66.68491,114.5746,1.66712275,51.9612698412698,18.6958235186213
7582,67.9728,123.6368,1.69932,56.0711111111111,19.4172992832162
7583,67.22708,111.5203,1.680677,50.5760997732426,17.9051029163509
7584,69.68289,135.3127,1.74207225,61.3663038548753,20.2207677273869
7585,66.59604,126.2811,1.664901,57.2703401360544,20.6610759481871
7586,66.10015,128.3855,1.65250375,58.224716553288,21.3217317718398
7587,67.86074,110.5005,1.6965185,50.1136054421769,17.411590705666
7588,68.01097,125.1627,1.70027425,56.7631292517007,19.6348855452852
7589,67.5839,131.7113,1.6895975,59.7330158730159,20.9241548789178
7590,67.5159,129.2797,1.6878975,58.6302494331066,20.5792527899514
7591,68.53632,127.2682,1.713408,57.7180045351474,19.6602812952092
7592,65.53007,116.1557,1.63825175,52.6783219954648,19.6277560462551
7593,67.01862,115.6411,1.6754655,52.4449433106576,18.6823989173294
7594,71.70261,130.089,1.79256525,58.9972789115646,18.360395634747
7595,67.42779,119.1357,1.68569475,54.0297959183673,19.0140862094574
7596,67.40744,138.6263,1.685186,62.8690702947846,22.1381513944249
7597,70.61318,132.1391,1.7653295,59.9270294784581,19.2296417502215
7598,71.40194,133.7259,1.7850485,60.6466666666667,19.0329845368073
7599,64.09089,103.413,1.60227225,46.8993197278912,18.268122747367
7600,68.57917,140.5224,1.71447925,63.7289795918367,21.680659966877
7601,70.44562,139.2476,1.7611405,63.1508390022676,20.3606255054408
7602,68.78892,137.1816,1.719723,62.2138775510204,21.0363443241963
7603,68.17666,128.6937,1.7044165,58.3644897959184,20.090800156107
7604,67.25766,119.6812,1.6814415,54.2771882086168,19.1979040605236
7605,69.58706,134.283,1.7396765,60.8993197278911,20.1221993630786
7606,65.62971,117.5826,1.64074275,53.3254421768707,19.8085861002711
7607,70.16689,149.014,1.75417225,67.5800453514739,21.9621071467618
7608,66.6029,125.2519,1.6650725,56.8035827664399,20.4884654856541
7609,66.8357,137.9874,1.6708925,62.5793197278912,22.4147458269255
7610,67.74481,114.0989,1.69362025,51.7455328798186,18.0401767483286
7611,67.01471,105.5528,1.67536775,47.8697505668934,17.0545734606282
7612,68.82323,129.1214,1.72058075,58.5584580498866,19.7806023819109
7613,66.53189,121.6671,1.66329725,55.1778231292517,19.9445767187217
7614,64.95852,125.6806,1.623963,56.9980045351474,21.6126186875224
7615,66.39552,106.5133,1.659888,48.3053514739229,17.5322508514135
7616,69.15387,145.4679,1.72884675,65.9718367346939,22.0721978201679
7617,67.3919,137.8311,1.6847975,62.5084353741497,22.0213129870487
7618,66.46185,108.3132,1.66154625,49.1216326530612,17.7929485850219
7619,66.04052,117.8311,1.651013,53.4381405895692,19.6042554295003
7620,70.38614,137.0213,1.7596535,62.141179138322,20.0689741913861
7621,65.65727,94.93893,1.64143175,43.0562040816327,15.9804895549078
7622,67.33538,121.7877,1.6833845,55.2325170068027,19.4907336591727
7623,69.28239,127.8304,1.73205975,57.9729705215419,19.3241239690459
7624,70.2126,136.728,1.755315,62.0081632653061,20.1251320739644
7625,64.3484,113.3811,1.60871,51.42,19.8690246868177
7626,69.31893,139.7068,1.73297325,63.3590929705215,21.0972200792975
7627,71.18364,137.8162,1.779591,62.5016780045352,19.7356427813573
7628,66.69679,104.8015,1.66741975,47.5290249433107,17.0949967407787
7629,69.94556,129.3583,1.748639,58.66589569161,19.1860417511129
7630,66.51505,138.6321,1.66287625,62.8717006802721,22.7371144085853
7631,64.14991,116.5963,1.60374775,52.8781405895692,20.5590979197474
7632,69.92795,124.8835,1.74819875,56.6365079365079,18.5316827715943
7633,66.73025,137.4516,1.66825625,62.3363265306122,22.3983323576501
7634,68.51984,140.2377,1.712996,63.5998639455782,21.674220579876
7635,67.32388,136.2189,1.683097,61.7772789115646,21.8077310939453
7636,64.05124,104.3901,1.601281,47.3424489795918,18.4635675100236
7637,68.15534,119.4984,1.7038835,54.1942857142857,18.6669645170674
7638,67.71709,118.2663,1.69292725,53.6355102040816,18.7143964290536
7639,66.70415,130.1457,1.66760375,59.0229931972789,21.2244039991573
7640,67.41672,129.0666,1.685418,58.5336054421769,20.6058256177407
7641,68.76344,132.7511,1.719086,60.2045804988662,20.3720309643828
7642,67.84973,117.4982,1.69624325,53.2871655328798,18.520229105217
7643,67.26853,130.8403,1.68171325,59.3380045351474,20.9811382542484
7644,68.45943,125.5251,1.71148575,56.9274829931973,19.4345910826552
7645,67.22402,115.863,1.6806005,52.5455782312925,18.6040371772039
7646,66.8748,128.8302,1.67187,58.4263945578231,20.9027813371621
7647,66.74881,109.3304,1.66872025,49.582947845805,17.8059549767533
7648,69.44453,125.8588,1.73611325,57.078820861678,18.9373362085789
7649,65.4609,107.2491,1.6365225,48.6390476190476,18.1610561555635
7650,68.67207,125.2769,1.71680175,56.8149206349206,19.2762304502585
7651,69.85604,129.2856,1.746401,58.632925170068,19.2244364976688
7652,69.12214,122.2752,1.7280535,55.4536054421769,18.5701503566342
7653,69.21372,130.3915,1.730343,59.1344671201814,19.7504177873443
7654,67.02625,132.8653,1.67565625,60.2563718820862,21.4601679846413
7655,67.69648,130.4108,1.692412,59.1432199546485,20.6487027895968
7656,70.06564,154.3757,1.751641,70.0116553287982,22.8181348326091
7657,69.36177,137.7144,1.73404425,62.4555102040816,20.7706653675505
7658,69.0855,123.928,1.7271375,56.2031746031746,18.8411331865611
7659,68.21874,127.1621,1.7054685,57.6698866213152,19.8272139420231
7660,68.60997,126.3357,1.71524925,57.2951020408163,19.474352241561
7661,66.55127,114.9381,1.66378175,52.1261224489796,18.8305370981854
7662,68.71959,118.2746,1.71798975,53.6392743764172,18.1736331575464
7663,68.58571,122.5043,1.71464275,55.5575056689342,18.8971123135478
7664,69.08825,120.3915,1.72720625,54.5993197278911,18.3020117574514
7665,66.85375,98.47908,1.67134375,44.6617142857143,15.9883565826046
7666,68.56317,131.2951,1.71407925,59.5442630385487,20.2664708983814
7667,66.72783,116.8011,1.66819575,52.9710204081633,19.0346246923711
7668,66.73504,131.919,1.668376,59.8272108843537,21.4936854624984
7669,68.65369,118.3939,1.71634225,53.6933786848073,18.2269056860716
7670,66.11318,120.0249,1.6528295,54.4330612244898,19.9253816119341
7671,66.7098,126.7391,1.667745,57.4780498866213,20.6653483477209
7672,67.44065,152.5009,1.68601625,69.1614058956916,24.3298987026182
7673,69.25731,120.6596,1.73143275,54.7209070294785,18.2533268964303
7674,68.75465,130.2,1.71886625,59.047619047619,19.9856474384333
7675,70.94505,138.8221,1.77362625,62.9578684807256,20.0136269525317
7676,67.77684,136.6213,1.694421,61.9597732426304,21.5807815740374
7677,66.24745,105.4542,1.65618625,47.8250340136054,17.43560164894
7678,62.64956,130.3208,1.566239,59.1024036281179,24.0928998725689
7679,67.42044,129.5017,1.685511,58.7309297052154,20.6730089860698
7680,64.44748,112.1223,1.611187,50.8491156462585,19.5880636263167
7681,67.88848,107.7735,1.697212,48.8768707482993,16.9680214969524
7682,70.5403,142.2364,1.7635075,64.5063038548753,20.7418522316241
7683,70.31573,130.1736,1.75789325,59.0356462585034,19.104220616443
7684,67.8145,133.648,1.6953625,60.6113378684807,21.0876762225565
7685,64.61064,106.9745,1.615266,48.5145124716553,18.59445989818
7686,68.75828,127.1369,1.718957,57.6584580498866,19.5134022946906
7687,70.67508,141.6155,1.766877,64.224716553288,20.5726179699475
7688,64.79201,123.8881,1.61980025,56.1850793650794,21.4140136588015
7689,67.22238,124.7274,1.6805595,56.5657142857143,20.0283646162205
7690,66.7514,133.492,1.668785,60.540589569161,21.739315785589
7691,69.90536,140.1252,1.747634,63.548843537415,20.8068665218479
7692,71.96265,135.2445,1.79906625,61.3353741496599,18.9503268984402
7693,65.42972,129.5831,1.635743,58.7678458049887,21.9639087422553
7694,66.60135,120.7322,1.66503375,54.7538321995465,19.7500608778447
7695,66.4318,133.7433,1.660795,60.6545578231293,21.9903116186008
7696,66.34089,104.3528,1.65852225,47.3255328798186,17.2049299359648
7697,69.96979,140.0099,1.74924475,63.4965532879819,20.7514760438446
7698,71.64134,120.8264,1.7910335,54.7965532879819,17.0822795179807
7699,66.24195,115.9752,1.65604875,52.596462585034,19.1783085696844
7700,68.69749,117.0558,1.71743725,53.0865306122449,17.9979311956349
7701,67.15067,129.4873,1.67876675,58.7243990929705,20.8371281981731
7702,71.9673,133.6015,1.7991825,60.5902494331066,18.7176923124788
7703,68.5542,126.6594,1.713855,57.4419047619048,19.5560293739592
7704,67.05171,122.6178,1.67629275,55.6089795918367,19.7899725861903
7705,67.50469,132.9071,1.68761725,60.2753287981859,21.1637038820226
7706,68.78436,125.2964,1.719609,56.8237641723356,19.2163358487334
7707,67.07846,114.7138,1.6769615,52.0243990929705,18.499538244787
7708,65.46411,131.4842,1.63660275,59.630022675737,22.2627301052311
7709,69.49787,123.4755,1.73744675,55.9979591836735,18.5502255110986
7710,64.67323,120.1682,1.61683075,54.4980498866213,20.8473972262556
7711,69.32483,134.088,1.73312075,60.8108843537415,20.2452747691881
7712,64.39847,121.9653,1.60996175,55.3130612244898,21.3401063027895
7713,67.9694,103.3546,1.699235,46.8728344671202,16.2335807994748
7714,68.17004,112.4828,1.704251,51.0126077097506,17.5634734990768
7715,66.87249,105.3961,1.67181225,47.7986848072562,17.1017652513057
7716,67.30874,135.062,1.6827185,61.2526077097506,21.6322475312115
7717,68.26251,132.1296,1.70656275,59.9227210884354,20.5753391595057
7718,65.36754,127.2412,1.6341885,57.7057596371882,21.6080144929485
7719,68.94823,125.0147,1.72370575,56.6960090702948,19.0821026828005
7720,67.50617,113.585,1.68765425,51.5124716553288,18.0861210700603
7721,64.29247,120.1023,1.60731175,54.4681632653061,21.0834894738497
7722,65.5634,129.7442,1.639085,58.8409070294785,21.9016284429546
7723,68.65306,128.7635,1.7163265,58.3961451247165,19.8236838605816
7724,67.66637,104.2348,1.69165925,47.2720181405896,16.518795168843
7725,66.46271,125.962,1.66156775,57.1256235827664,20.6916367416197
7726,69.61949,138.3373,1.74048725,62.7380045351474,20.7104248911594
7727,70.151,144.0366,1.753775,65.3227210884354,21.2381418717256
7728,68.00747,137.1058,1.70018675,62.1795011337868,21.510672035426
7729,68.85235,130.6387,1.72130875,59.2465759637188,19.9961185736902
7730,70.34804,124.7815,1.758701,56.5902494331066,18.2960604761499
7731,65.0196,134.4502,1.62549,60.9751473922902,23.0772606159183
7732,67.58782,132.8462,1.6896955,60.2477097505669,21.1020013952033
7733,67.96341,135.425,1.69908525,61.4172335600907,21.2745268955297
7734,64.23356,124.1334,1.605839,56.2963265306122,21.8311219044944
7735,71.82677,143.9272,1.79566925,65.2731065759637,20.2433130634562
7736,68.40776,124.9954,1.710194,56.6872562358277,19.3818255370083
7737,72.92705,155.452,1.82317625,70.4997732426304,21.2094990296265
7738,68.2634,124.8133,1.706585,56.6046712018141,19.4355315975716
7739,71.32032,128.3211,1.783008,58.1955102040816,18.3055548246816
7740,69.04566,142.9052,1.7261415,64.8096145124717,21.7513717157383
7741,65.18871,115.9,1.62971775,52.562358276644,19.7901939667216
7742,66.94576,121.9962,1.673644,55.327074829932,19.7520210441434
7743,69.21635,136.23,1.73040875,61.7823129251701,20.6332080749422
7744,65.53434,120.8577,1.6383585,54.8107482993197,20.4196293176591
7745,64.91416,107.684,1.622854,48.8362811791383,18.5431574090939
7746,66.40921,104.361,1.66023025,47.3292517006803,17.1708973876013
7747,66.51021,130.011,1.66275525,58.9619047619048,21.3262673565896
7748,68.98924,127.6238,1.724731,57.8792743764172,19.4571998228172
7749,70.39002,142.0184,1.7597505,64.4074376417234,20.7985868084597
7750,67.27302,134.5354,1.6818255,61.0137868480726,21.5707931625115
7751,68.27392,124.1453,1.706848,56.3017233560091,19.3255558134751
7752,66.13665,125.066,1.65341625,56.7192743764172,20.7475233934071
7753,69.8415,138.2726,1.7460375,62.7086621315193,20.5693421150631
7754,69.24298,125.4025,1.7310745,56.8718820861678,18.9786834823195
7755,69.49259,107.8487,1.73731475,48.9109750566893,16.205010133907
7756,68.01659,138.7248,1.70041475,62.9137414965986,21.7588423951876
7757,67.14071,126.4965,1.67851775,57.3680272108843,20.3618877571579
7758,67.32799,122.5994,1.68319975,55.6006349206349,19.624944400285
7759,67.22067,117.1647,1.68051675,53.1359183673469,18.8149253700982
7760,67.2075,122.9325,1.6801875,55.7517006802721,19.7488868293909
7761,71.22072,133.3385,1.780518,60.4709750566893,19.0745470735271
7762,62.61388,127.7046,1.565347,57.9159183673469,23.6361477875118
7763,66.05642,112.4733,1.6514105,51.0082993197279,18.7038392224101
7764,68.6259,111.0985,1.7156475,50.3848072562358,17.1176238203068
7765,66.42125,128.5118,1.66053125,58.2819954648526,21.1368520020152
7766,67.66226,122.9677,1.6915565,55.767664399093,19.4898923155025
7767,67.87257,125.7629,1.69681425,57.0353287981859,19.8095834756256
7768,69.43314,142.9565,1.7358285,64.8328798185941,21.5169982105963
7769,66.91873,108.1239,1.67296825,49.0357823129252,17.5201455830748
7770,67.0773,131.3885,1.6769325,59.5866213151927,21.1893481812157
7771,66.38627,123.3667,1.65965675,55.9486167800453,20.3120052783309
7772,66.88154,118.5143,1.6720385,53.7479818594104,19.2251446241266
7773,70.13999,135.2062,1.75349975,61.3180045351474,19.9423620540457
7774,65.0467,129.3282,1.6261675,58.6522448979592,22.1796191709912
7775,67.94255,147.0635,1.69856375,66.6954648526077,23.1170600518718
7776,65.69521,126.7902,1.64238025,57.5012244897959,21.317175726777
7777,65.69631,123.84,1.64240775,56.1632653061224,20.8204627697049
7778,68.06505,118.6554,1.70162625,53.8119727891156,18.5844862865495
7779,65.57689,127.0804,1.63942225,57.6328344671202,21.4431374493739
7780,69.51367,137.4305,1.73784175,62.3267573696145,20.6373571292378
7781,68.01036,132.4546,1.700259,60.0701133786848,20.7791743404404
7782,65.97185,113.2777,1.64929625,51.3731065759637,18.8859347824534
7783,68.50408,117.6372,1.712602,53.3502040816327,18.1896017833679
7784,68.6578,125.8654,1.716445,57.0818140589569,19.3748336652188
7785,64.90631,128.857,1.62265775,58.4385487528345,22.1945102156876
7786,66.86878,121.5519,1.6717195,55.1255782312925,19.7254237286182
7787,67.45601,101.7983,1.68640025,46.167029478458,16.2334420812485
7788,70.57507,136.4959,1.76437675,61.9029024943311,19.8851265928841
7789,65.50493,113.2549,1.63762325,51.3627664399093,19.1522770755217
7790,68.03809,139.6333,1.70095225,63.3257596371882,21.8875002508139
7791,70.44638,132.7411,1.7611595,60.2000453514739,19.4088336993939
7792,66.83931,111.3947,1.67098275,50.5191383219955,18.0930590777877
7793,66.38356,102.0057,1.659589,46.2610884353741,16.7963436438336
7794,68.33698,124.0644,1.7084245,56.2650340136054,19.2773354176908
7795,69.41356,137.8685,1.735339,62.5253968253968,20.7628899597068
7796,67.82728,134.7202,1.695682,61.0975963718821,21.2488438445691
7797,69.1966,139.0328,1.729915,63.0534240362812,21.069738545945
7798,66.58126,118.1128,1.6645315,53.56589569161,19.3332263114109
7799,65.86804,132.2918,1.646701,59.9962811791383,22.1255886219045
7800,67.92387,127.8828,1.69809675,57.9967346938775,20.1130846413153
7801,67.65969,114.3964,1.69149225,51.8804535147392,18.1327527284295
7802,69.00849,135.8661,1.72521225,61.6172789115646,20.7022452429557
7803,68.02905,110.9974,1.70072625,50.3389569160998,17.403451302668
7804,67.90776,113.0832,1.697694,51.2848979591837,17.7938804422227
7805,67.89813,102.687,1.69745325,46.5700680272109,16.1626001190064
7806,70.78714,159.3967,1.7696785,72.2887528344671,23.0824542183227
7807,66.32968,129.7132,1.658242,58.8268480725624,21.3933973734477
7808,71.20406,141.4122,1.7801015,64.1325170068027,20.2389861264514
7809,67.87705,129.9013,1.69692625,58.9121541950113,20.4587439864225
7810,65.94546,116.2096,1.6486365,52.7027664399093,19.3902581549812
7811,69.87679,126.6121,1.74691975,57.4204535147392,18.8157142385672
7812,65.79065,114.8391,1.64476625,52.0812244897959,19.2518653169375
7813,70.22362,130.9476,1.7555905,59.3866666666667,19.2682603199386
7814,68.85931,117.224,1.72148275,53.1628117913832,17.9391801961813
7815,67.99466,128.0368,1.6998665,58.0665759637188,20.0953968533583
7816,67.08757,129.2199,1.67718925,58.6031292517007,20.8332327852179
7817,68.85889,124.9153,1.72147225,56.6509297052154,19.1164387173504
7818,66.06887,119.7681,1.65172175,54.3165986394558,19.9094283662558
7819,70.41331,137.758,1.76033275,62.475283446712,20.161307682702
7820,68.26431,124.0211,1.70660775,56.2453968253968,19.3116578438198
7821,70.00963,125.9789,1.75024075,57.1332879818594,18.6506355621445
7822,65.69038,125.507,1.6422595,56.9192743764172,21.1045350774836
7823,70.94803,118.2146,1.77370075,53.6120634920635,17.0412647617711
7824,70.40454,152.6344,1.7601135,69.2219501133787,22.3440802294045
7825,67.93137,124.0016,1.69828425,56.2365532879819,19.4983531164672
7826,67.24148,130.8507,1.681037,59.3427210884354,20.9996913483062
7827,67.43967,132.5789,1.68599175,60.126485260771,21.1521699501256
7828,67.97769,137.5606,1.69944225,62.3857596371882,21.600939743786
7829,69.69329,134.532,1.74233225,61.0122448979592,20.0981023764994
7830,68.88,120.9022,1.722,54.8309297052154,18.490953886783
7831,66.22857,117.7639,1.65571425,53.407664399093,19.4819674249361
7832,64.74463,113.2767,1.61861575,51.3726530612245,19.6085044362781
7833,71.14304,147.1355,1.778576,66.7281179138322,21.0942466725403
7834,65.97479,113.5152,1.64936975,51.4808163265306,18.9238446629644
7835,69.43298,159.7844,1.7358245,72.4645804988662,24.049948720002
7836,65.39464,125.1913,1.634866,56.7760997732426,21.24228500641
7837,68.47642,127.5662,1.7119105,57.8531519274376,19.7408075010256
7838,67.68893,125.6505,1.69222325,56.9843537414966,19.8994151239317
7839,69.77827,118.6649,1.74445675,53.8162811791383,17.6845197634451
7840,73.85521,136.0667,1.84638025,61.708253968254,18.1009332228986
7841,68.65677,122.8314,1.71641925,55.7058503401361,18.9083683826635
7842,68.88401,133.0347,1.72210025,60.3331972789116,20.3441468115632
7843,66.74014,136.451,1.6685035,61.8825396825397,22.2286908059294
7844,68.04482,126.3811,1.7011205,57.3156916099773,19.8063012722519
7845,64.85449,114.2042,1.62136225,51.7932879818594,19.7021385034354
7846,67.03991,120.3379,1.67599775,54.5750113378685,19.4288444864304
7847,65.56486,119.8795,1.6391215,54.3671201814059,20.235504448902
7848,68.13322,134.1961,1.7033305,60.8599092970522,20.9765206897303
7849,65.6523,125.6206,1.6413075,56.9707936507936,21.148148998011
7850,72.22353,138.8165,1.80558825,62.9553287981859,19.3105683752971
7851,67.93045,126.3497,1.69826125,57.3014512471655,19.8681129749972
7852,70.43116,135.7442,1.760779,61.5619954648526,19.8565131932494
7853,68.08474,138.0519,1.7021185,62.6085714285714,21.609972308844
7854,69.8667,126.1461,1.7466675,57.2091156462585,18.7518774225359
7855,68.70872,120.9616,1.717718,54.8578684807256,18.5923889267442
7856,68.58329,139.8337,1.71458225,63.4166439909297,21.5718110980763
7857,66.67676,122.2411,1.666919,55.4381405895692,19.9516887835494
7858,69.96239,129.7149,1.74905975,58.827619047619,19.2296765744113
7859,66.29991,137.1631,1.65749775,62.2054875283447,22.6424179730109
7860,65.76482,104.5086,1.6441205,47.3961904761905,17.5338039891131
7861,69.11191,135.7377,1.72779775,61.5590476190476,20.6208272512177
7862,66.87869,111.5493,1.67196725,50.5892517006803,18.0968390056213
7863,67.36932,147.7067,1.684233,66.9871655328798,23.6149623079824
7864,69.93728,150.4786,1.748432,68.2442630385488,22.3238273688985
7865,69.81301,133.0872,1.74532525,60.3570068027211,19.8141273864151
7866,66.56086,140.7383,1.6640215,63.8268934240363,23.0507913923655
7867,70.95923,130.441,1.77398075,59.1569160997732,18.7978301019123
7868,69.19946,127.5606,1.7299865,57.850612244898,19.3295850600733
7869,70.28687,133.9221,1.75717175,60.7356462585034,19.6704924203687
7870,69.97118,145.462,1.7492795,65.9691609977324,21.5586989241428
7871,69.9306,133.8265,1.748265,60.6922902494331,19.8572452559915
7872,67.23945,126.2885,1.68098625,57.2736961451247,20.2687464066378
7873,67.2735,117.1077,1.6818375,53.1100680272109,18.7762471941595
7874,66.48165,128.5263,1.66204125,58.2885714285714,21.1008434267648
7875,68.44572,120.2431,1.711143,54.5320181405896,18.6242571971234
7876,66.89716,114.7654,1.672429,52.0478004535147,18.6083129641761
7877,65.29685,132.424,1.63242125,60.0562358276644,22.5368715351275
7878,69.06524,132.1972,1.726631,59.9533786848073,20.1101168885302
7879,68.02311,135.255,1.70057775,61.3401360544218,21.2105411930295
7880,70.02667,113.9045,1.75066675,51.6573696145125,16.8548666721143
7881,65.82948,117.297,1.645737,53.1959183673469,19.6407218158395
7882,70.21039,150.618,1.75525975,68.3074829931973,22.1710108482495
7883,68.55081,143.2179,1.71377025,64.9514285714286,22.1148250812439
7884,66.17612,132.1823,1.654403,59.9466213151927,21.9019151802862
7885,67.36138,134.9196,1.6840345,61.1880272108843,21.5756795047239
7886,69.98058,122.1659,1.7495145,55.4040362811791,18.1011560502758
7887,65.49847,122.904,1.63746175,55.7387755102041,20.7881142892397
7888,67.22664,108.7074,1.680666,49.3004081632653,17.4537072044129
7889,67.28114,132.6449,1.6820285,60.1564172335601,21.2625458237148
7890,66.27424,121.0436,1.656856,54.8950566893424,19.9969475843504
7891,67.20346,117.715,1.6800865,53.3854875283447,18.9129785001282
7892,69.96933,133.341,1.74923325,60.4721088435374,19.763309236025
7893,70.33173,138.2921,1.75829325,62.7175056689342,20.286454909261
7894,67.60168,130.4579,1.690042,59.1645804988662,20.7141346184573
7895,70.12592,117.4415,1.753148,53.2614512471655,17.3290930840544
7896,65.79449,107.1855,1.64486225,48.6102040816327,17.9667025269101
7897,67.9113,128.3023,1.6977825,58.1869841269841,20.1865332980687
7898,66.60677,114.237,1.66516925,51.8081632653061,18.6844978673697
7899,66.36069,116.3676,1.65901725,52.7744217687075,19.1743954584908
7900,69.37216,124.5841,1.734304,56.5007256235828,18.7846701680453
7901,69.08983,131.53,1.72724575,59.6507936507937,19.9943808770672
7902,68.03826,137.6548,1.7009565,62.4284807256236,21.5772628264067
7903,66.72346,127.1615,1.6680865,57.6696145124717,20.7257336780875
7904,65.5982,110.4732,1.639955,50.1012244897959,18.6287827410787
7905,66.56595,125.4882,1.66414875,56.9107482993197,20.549914050643
7906,68.54091,124.8483,1.71352275,56.6205442176871,19.2838742017248
7907,71.80497,136.4508,1.79512425,61.8824489795918,19.2034148884294
7908,69.41584,123.6033,1.735396,56.0559183673469,18.6133390318156
7909,67.91457,126.7841,1.69786425,57.4984580498866,19.9457453619505
7910,66.63057,141.1367,1.66576425,64.0075736961451,23.0676997799902
7911,70.00844,127.3606,1.750211,57.7599092970522,18.8558313228212
7912,67.21345,134.9724,1.68033625,61.2119727891156,21.6792365138038
7913,69.9974,135.8397,1.749935,61.605306122449,20.1175127417473
7914,70.44321,142.7681,1.76108025,64.7474376417234,20.8768174067265
7915,69.99219,126.5143,1.74980475,57.3760997732426,18.7392342801898
7916,71.11277,131.7103,1.77781925,59.7325623582766,18.8988742977847
7917,68.42954,126.6811,1.7107385,57.451746031746,19.6307084689468
7918,71.73402,122.6931,1.7933505,55.6431292517007,17.3013977081194
7919,68.25089,134.2315,1.70627225,60.8759637188209,20.9097670352217
7920,72.13361,120.9306,1.80334025,54.8438095238095,16.8644530866144
7921,69.0911,132.2909,1.7272775,59.995873015873,20.1093089107865
7922,66.02501,132.287,1.65062525,59.99410430839,22.0197105163845
7923,65.3813,126.1785,1.6345325,57.2238095238095,21.4185292610239
7924,67.27872,118.2022,1.681968,53.6064399092971,18.9487911061369
7925,68.98874,126.4329,1.7247185,57.3391836734694,19.2759176426192
7926,68.9963,120.3791,1.7249075,54.5936961451247,18.3489356327529
